体育 其他 军事 女性健康 娱乐 教育 生活 社会 科技 财经 购物 
0.0 0.0 0.0 0.0 0.4589653928372608 0.0 0.8884541452307704 0.0 0.0 0.0 0.0 

0.5845581680545044 0.0 0.5793488366581805 0.0 0.0 0.0 0.0 0.0 0.5680199588250174 0.0 0.0 

0.585641949910939 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5690730785299668 0.0 0.5772168897363793 

0.0 0.0 0.0 0.5721853945603997 0.0 0.0 0.0 0.5850753427327943 0.0 0.0 0.5747092461217785 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44214452968838375 0.0 0.896943819236544 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44214452968838375 0.0 0.896943819236544 

0.0 0.0 0.5760111730436055 0.0 0.0 0.0 0.0 0.5831616626693995 0.0 0.0 0.5728294717641466 

0.0 0.0 0.0 0.0 0.5950615246815607 0.0 0.0 0.5733441092125428 0.0 0.0 0.563185861217176 

0.0 0.462069818407347 0.0 0.0 0.0 0.0 0.0 0.0 0.8868435504174348 0.0 0.0 

0.0 0.0 0.0 0.0 0.5941714538630632 0.5623434688263589 0.5750913896787114 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.8833426394085713 0.4687278329720765 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.5760111730436055 0.0 0.0 0.0 0.0 0.5831616626693995 0.0 0.0 0.5728294717641466 

0.0 0.0 0.0 0.0 0.5907810479589923 0.0 0.571809856662828 0.56921985312857 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.5976742501103302 0.5656586307707326 0.0 0.0 0.0 0.5681688166290318 0.0 

0.0 0.0 0.44919747259965254 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8934324991906687 

0.0 0.0 0.0 0.8895393382789912 0.0 0.0 0.45685858386832834 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.9062271226455662 0.0 0.0 0.0 0.4227912040020912 0.0 0.0 

0.0 0.0 0.0 0.5712942419539778 0.0 0.5738141627318754 0.5868221159419154 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.5941714538630632 0.0 0.5750913896787114 0.0 0.0 0.0 0.5623434688263589 

0.0 0.0 0.44919747259965254 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8934324991906687 

0.0 0.5776486331950935 0.0 0.5597997982503747 0.5940927894249179 0.0 0.0 0.0 0.0 0.0 0.0 

0.5670647910582239 0.5741946363658061 0.0 0.0 0.5905404662771487 0.0 0.0 0.0 0.0 0.0 0.0 

0.5766240980001522 0.583874134828736 0.5714854716294245 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.5777737562664678 0.0 0.0 0.0 0.587607685801226 0.0 0.5664756783455615 0.0 0.0 

0.5768332391317668 0.5840859055433176 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5710578509909452 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8918599999412284 0.0 0.4523115524777497 

0.0 0.0 0.5786282047384065 0.0 0.0 0.0 0.0 0.0 0.0 0.5779856045179428 0.5754320478138465 

0.0 0.0 0.0 0.0 0.0 0.0 0.5825069841550526 0.5798685281541426 0.0 0.0 0.5695946834960222 

0.0 0.0 0.0 0.0 0.0 0.0 0.5886911894858164 0.0 0.567520216222702 0.0 0.5756418049449783 

0.0 0.0 0.6893926014333236 0.0 0.7243879078843011 0.0 0.0 0.0 0.0 0.0 0.0 

0.5768332391317668 0.5840859055433176 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5710578509909452 0.0 

0.5776642683236036 0.5849273834698975 0.0 0.0 0.0 0.5693539752818236 0.0 0.0 0.0 0.0 0.0 

0.0 0.5842653857041892 0.0 0.0 0.0 0.5687096028858899 0.0 0.5789674832434966 0.0 0.0 0.0 

0.8977621549967142 0.0 0.0 0.4404805478743141 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.5893653888734011 0.5768602120406828 0.0 0.0 0.0 0.0 0.0 0.5655799980219272 0.0 0.0 

0.5818585988871234 0.0 0.5766733248920791 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.573487966097832 

0.0 0.0 0.571726211112371 0.0 0.0 0.0 0.5814572091237455 0.5788235080619285 0.0 0.0 0.0 

0.5775202916316093 0.0 0.5723736787680453 0.0 0.0 0.0 0.5821156969256845 0.0 0.0 0.0 0.0 

0.0 0.4585117766084862 0.0 0.8886883315940012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.5794822135509861 0.0 0.0 0.5762813393552014 0.0 0.0 0.0 0.0 0.5762813393552014 

0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.5729880561094768 0.5859772820782101 0.0 0.0 0.0 0.5729880561094768 

0.0 0.0 0.0 0.5748022515550603 0.0 0.0 0.0 0.0 0.0 0.5798996588565583 0.577337645806404 

0.0 0.583426757508046 0.0 0.0 0.0 0.0 0.0 0.5781364594177176 0.0 0.5704134052733979 0.0 

0.0 0.0 0.0 0.0 0.0 0.5729880561094768 0.5859772820782101 0.0 0.0 0.0 0.5729880561094768 

0.0 0.0 0.5759460595685473 0.5702494058429617 0.0 0.0 0.585748881008929 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.5730405421012786 0.0 0.5833765401064194 0.0 0.5755834861787955 0.0 

0.0 0.0 0.564473574422008 0.0 0.5931276761331464 0.0 0.5740811297927629 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.5851727402841247 0.5825222097837717 0.5641283002447225 0.0 0.0 

0.0 0.5850951919446208 0.0 0.5670162648809416 0.0 0.0 0.0 0.5797897651077959 0.0 0.0 0.0 

0.0 0.7165817535013761 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6975031114976427 

0.0 0.5869308289185311 0.0 0.0 0.0 0.0 0.0 0.5816087572044313 0.5632436911392109 0.0 0.0 

0.5812191095454958 0.0 0.0 0.0 0.0 0.0 0.585843946822602 0.0 0.5647753683283802 0.0 0.0 

0.5751714005844604 0.0 0.0 0.0 0.0 0.0 0.5797481154420095 0.5771221556924916 0.0 0.0 0.0 

0.5864988369150061 0.0 0.0 0.5755228766864549 0.0 0.0 0.0 0.0 0.5699057226488367 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5860789008347622 0.5675726840697369 0.578249747336038 0.0 

0.0 0.5893653888734011 0.5768602120406828 0.0 0.0 0.0 0.0 0.0 0.5655799980219272 0.0 0.0 

0.0 0.0 0.5794695904247408 0.5737380856313413 0.0 0.0 0.0 0.0 0.0 0.5788260557966157 0.0 

0.0 0.0 0.8979112576712687 0.0 0.0 0.0 0.0 0.0 0.4401765252114207 0.0 0.0 

0.45753931251744095 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8891893934933477 0.0 0.0 

0.0 0.0 0.5693946722246644 0.5637628179442703 0.5982985812666637 0.0 0.0 0.0 0.0 0.0 0.0 

0.5784067307538711 0.0 0.5732522183254684 0.0 0.0 0.0 0.0 0.5803684588289999 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.5800653790993724 0.0 0.0 0.5718813792567502 0.0 0.5800653790993724 

0.5751714005844604 0.0 0.0 0.0 0.0 0.0 0.5797481154420095 0.5771221556924916 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.5825069841550526 0.5798685281541426 0.0 0.0 0.5695946834960222 

0.0 0.0 0.0 0.8928380272490796 0.0 0.0 0.0 0.0 0.0 0.4503779047621805 0.0 

0.0 0.5893653888734011 0.5768602120406828 0.0 0.0 0.0 0.0 0.0 0.5655799980219272 0.0 0.0 

0.0 0.5858177957779144 0.5733878919079916 0.0 0.0 0.0 0.0 0.0 0.0 0.5727511113592142 0.0 

0.0 0.0 0.4476112299059068 0.0 0.0 0.0 0.0 0.0 0.0 0.8942282632874681 0.0 

0.5785653282208464 0.0 0.0 0.0 0.0 0.5702420725081778 0.5831690490091895 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.7311476518225796 0.0 0.0 0.0 0.6822192545174373 0.0 0.0 

0.0 0.0 0.0 0.0 0.9009064035419924 0.0 0.0 0.4340134238212368 0.0 0.0 0.0 

0.0 0.0 0.0 0.564772340256685 0.5993699462947389 0.0 0.0 0.0 0.0 0.0 0.5672634935897327 

0.0 0.5904486902690197 0.0 0.0 0.0 0.0 0.0 0.0 0.5666195799396273 0.0 0.5747282799624875 

0.0 0.5768500655391912 0.0 0.0 0.5932714886220138 0.0 0.0 0.0 0.0 0.0 0.5614917120275688 

0.0 0.0 0.0 0.0 0.5941714538630632 0.5623434688263589 0.5750913896787114 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.5907810479589923 0.0 0.571809856662828 0.56921985312857 0.0 0.0 0.0 

0.5829274074153343 0.0 0.0 0.0 0.0 0.5745413987190291 0.0 0.0 0.0 0.0 0.5745413987190291 

0.0 0.0 0.0 0.564772340256685 0.5993699462947389 0.0 0.0 0.0 0.0 0.0 0.5672634935897327 

0.0 0.0 0.0 0.0 0.5941714538630632 0.5623434688263589 0.5750913896787114 0.0 0.0 0.0 0.0 

0.0 0.0 0.5751723966382469 0.0 0.0 0.0 0.0 0.5823124738584043 0.0 0.5745336342933461 0.0 

0.5803056132723964 0.587601938699395 0.0 0.0 0.0 0.0 0.0 0.0 0.5638877165192202 0.0 0.0 

0.0 0.5893653888734011 0.5768602120406828 0.0 0.0 0.0 0.0 0.0 0.5655799980219272 0.0 0.0 

0.5687599689627432 0.0 0.0 0.0 0.5923058221340859 0.0 0.0 0.5706889790170858 0.0 0.0 0.0 

0.0 0.5825394734189695 0.0 0.0 0.0 0.0 0.5798837952014527 0.0 0.0 0.5695459120839241 0.0 

0.0 0.0 0.5777737562664678 0.0 0.0 0.0 0.587607685801226 0.0 0.5664756783455615 0.0 0.0 

0.0 0.0 0.0 0.890379586848412 0.0 0.0 0.0 0.4552188389375501 0.0 0.0 0.0 

0.0 0.7150362667350343 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6990873602445011 0.0 

0.0 0.0 0.0 0.0 0.0 0.4472135954999579 0.0 0.0 0.0 0.0 0.8944271909999159 

0.0 0.5833742757631953 0.0 0.0 0.0 0.567842218315333 0.5807147918526694 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.460410669388116 0.0 0.8877060411609166 0.0 0.0 

0.0 0.5904486902690197 0.0 0.0 0.0 0.5747282799624875 0.0 0.0 0.5666195799396273 0.0 0.0 

0.5776642683236036 0.5849273834698975 0.0 0.0 0.0 0.5693539752818236 0.0 0.0 0.0 0.0 0.0 

0.8930015286598436 0.0 0.0 0.0 0.0 0.0 0.4500536299277928 0.0 0.0 0.0 0.0 

0.0 0.0 0.5760111730436055 0.0 0.0 0.5728294717641466 0.0 0.5831616626693995 0.0 0.0 0.0 

0.8977621549967142 0.0 0.0 0.4404805478743141 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.581668281034558 0.5790336239259213 0.0 0.5712985849811961 0.0 

0.5786178182781538 0.0 0.0 0.0 0.0 0.0 0.0 0.5805802622791194 0.0 0.5728245625171272 0.0 

0.0 0.0 0.0 0.45072946102294453 0.0 0.0 0.0 0.0 0.8926606034579805 0.0 0.0 

0.5766240980001522 0.583874134828736 0.5714854716294245 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.5768411776291007 0.57113567033546 0.0 0.0 0.0 0.5840019707688813 0.0 0.0 0.0 

0.5820734896606098 0.0 0.0 0.0 0.0 0.5736997654471165 0.0 0.0 0.0 0.5762456349164337 0.0 

0.5784865634836357 0.5857600175495392 0.0 0.5676605479591278 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.8961696872253389 0.0 0.0 0.0 0.0 0.4437114960178949 0.0 0.0 

0.0 0.0 0.0 0.0 0.5942238765887355 0.0 0.0 0.5725370319949871 0.0 0.5648887779786622 0.0 

0.5829147858006803 0.0 0.0 0.5720058988551637 0.0 0.0 0.0 0.0 0.0 0.5770785078044781 0.0 

0.5837724169850566 0.0 0.0 0.5728474800063976 0.0 0.0 0.0 0.0 0.0 0.0 0.5753742519593182 

0.0 0.0 0.0 0.5775052598431135 0.0 0.0 0.0 0.0 0.5718687575710399 0.5826266377086555 0.0 

0.0 0.0 0.0 0.5756562542835747 0.0 0.5781954154540678 0.0 0.0 0.0 0.0 0.5781954154540678 

0.0 0.0 0.5751199073627864 0.0 0.0 0.5719431291495624 0.5849086673777601 0.0 0.0 0.0 0.0 

0.0 0.7165817535013761 0.0 0.0 0.0 0.6975031114976427 0.0 0.0 0.0 0.0 0.0 

0.0 0.5727252501791712 0.0 0.0 0.5890292504822944 0.0 0.570114312996501 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.46711932606473716 0.8841942858992167 0.0 0.0 0.0 0.0 0.0 

0.0 0.5833742757631953 0.0 0.0 0.0 0.567842218315333 0.5807147918526694 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5833765401064194 0.0 0.5755834861787955 0.5730405421012786 

0.5818585988871234 0.0 0.5766733248920791 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.573487966097832 

0.0 0.5825394734189695 0.0 0.0 0.0 0.0 0.5798837952014527 0.0 0.0 0.5695459120839241 0.0 

0.0 0.0 0.0 0.0 0.5985265955574041 0.5664653186252728 0.0 0.0 0.0 0.0 0.5664653186252728 

0.5728394970026306 0.0 0.0 0.5621191628080797 0.596554236828234 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.8833426394085713 0.4687278329720765 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.9001334844062073 0.0 0.435614175906547 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.5730405421012786 0.0 0.5833765401064194 0.0 0.5755834861787955 0.0 

0.0 0.0 0.0 0.5783713853677783 0.0 0.0 0.0 0.0 0.5727264296341917 0.0 0.5809225227052469 

0.0 0.0 0.0 0.0 0.5950615246815607 0.0 0.0 0.5733441092125428 0.0 0.0 0.563185861217176 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5869446988361015 0.568411143353602 0.0 0.5765454818309211 

0.5720410156972385 0.0 0.0 0.0 0.595722699533316 0.0 0.0 0.0 0.0 0.0 0.5638116189125675 

0.0 0.0 0.0 0.0 0.0 0.0 0.8983745330425285 0.0 0.0 0.0 0.4392302339099835 

0.0 0.0 0.5794822135509861 0.0 0.0 0.5762813393552014 0.0 0.0 0.0 0.0 0.5762813393552014 

0.0 0.0 0.8979112576712687 0.0 0.0 0.0 0.0 0.0 0.4401765252114207 0.0 0.0 

0.5820734896606098 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5762456349164337 0.5736997654471165 

0.5803056132723964 0.587601938699395 0.0 0.0 0.0 0.0 0.0 0.0 0.5638877165192202 0.0 0.0 

0.0 0.4585117766084862 0.0 0.8886883315940012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8968103678257954 0.0 0.44241514910789537 0.0 

0.0 0.9015859416444308 0.0 0.0 0.0 0.0 0.0 0.0 0.43260003447656464 0.0 0.0 

0.0 0.45691932537283325 0.0 0.0 0.0 0.8895081394236001 0.0 0.0 0.0 0.0 0.0 

0.0 0.5866667920953827 0.5742188741898876 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5710470729953973 

0.0 0.0 0.5786282047384065 0.0 0.0 0.5754320478138465 0.0 0.0 0.0 0.5779856045179428 0.0 

0.44600305266982576 0.0 0.0 0.0 0.0 0.0 0.0 0.8950314391177534 0.0 0.0 0.0 

0.0 0.0 0.0 0.8833426394085713 0.4687278329720765 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.44119604813195534 0.0 0.0 0.0 0.8974107460426053 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.5765454818309211 0.0 0.5869446988361015 0.568411143353602 0.0 0.0 

0.5829147858006803 0.0 0.0 0.5720058988551637 0.0 0.0 0.0 0.0 0.0 0.5770785078044781 0.0 

0.0 0.0 0.0 0.4376714918501187 0.0 0.0 0.8991349538426873 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.5775052598431135 0.0 0.0 0.0 0.0 0.5718687575710399 0.5826266377086555 0.0 

0.0 0.583426757508046 0.0 0.0 0.0 0.0 0.0 0.5781364594177176 0.0 0.5704134052733979 0.0 

0.0 0.5823293797099863 0.5699734931824781 0.0 0.0 0.0 0.579674659266684 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.44084108410890943 0.0 0.8975851706449262 0.0 0.0 0.0 

0.0 0.5895831932192953 0.0 0.0 0.0 0.0 0.0 0.0 0.5657890123004132 0.5764325214918584 0.0 

0.5810093627158476 0.0 0.5758316567489169 0.0 0.0 0.0 0.0 0.0 0.0 0.5751921622573821 0.0 

0.5847760648465243 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5682316909221724 0.5789211512929393 0.0 

0.0 0.0 0.5786282047384065 0.0 0.0 0.5754320478138465 0.0 0.0 0.0 0.5779856045179428 0.0 

0.5784067307538711 0.0 0.5732522183254684 0.0 0.0 0.0 0.0 0.5803684588289999 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.5976742501103302 0.5656586307707326 0.0 0.0 0.0 0.5681688166290318 0.0 

0.5837724169850566 0.0 0.0 0.5728474800063976 0.0 0.0 0.0 0.0 0.0 0.0 0.5753742519593182 

0.0 0.0 0.0 0.0 0.46711932606473716 0.8841942858992167 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.5712942419539778 0.0 0.0 0.5868221159419154 0.0 0.0 0.0 0.5738141627318754 

0.0 0.0 0.564473574422008 0.0 0.5931276761331464 0.0 0.5740811297927629 0.0 0.0 0.0 0.0 
